Episode,Steps,Total Reward,Epsilon,TD Error
497,1,-0.75,0.22396947872364406,0.16177384555339813
498,3,-0.84,0.22329757028747313,0.12368413805961609
499,1,-0.75,0.2226276775766107,0.13098418712615967
500,2,-0.72,0.22195979454388087,0.1351897120475769
501,1,-0.75,0.22129391516024924,0.13842837512493134
502,1,-0.75,0.2206300334147685,0.14532731473445892
503,1,-0.75,0.2199681433145242,0.1308288425207138
504,2,-0.72,0.21930823888458062,0.14694589376449585
505,1,-0.75,0.21865031416792688,0.1505167931318283
506,1,-0.75,0.2179943632254231,0.1179385557770729
507,4,-0.81,0.21734038013574683,0.13636133447289467
508,1,-0.75,0.21668835899533959,0.14591947197914124
509,1,-0.75,0.21603829391835358,0.13279423117637634
510,1,-0.75,0.21539017903659852,0.15122030675411224
511,1,-0.75,0.21474400849948871,0.10366759449243546
512,1,-0.75,0.21409977647399026,0.1311962902545929
513,1,-0.75,0.21345747714456828,0.1489001214504242
